system:index,analysts,anlys_id,anlys_time,area,chief_affl,db_area,geog_area,glac_id,glac_name,glac_stat,glob_unc_x,glob_unc_y,length,line_type,loc_unc_x,loc_unc_y,local_id,max_elev,mean_elev,min_elev,primeclass,proc_desc,rc_id,rec_status,release_dt,src_date,subm_id,submitters,wgms_id,width,.geo
00110000000000003bb8,"Fountain, Andrew G.",358254,2006-01-01T00:00:00,0.3,Portland State University,0.303574,Conterminous USA,G238327E45356N,OR,exists,10,10,0.0,glac_bound,5,5,None,236,0,182,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1956-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.67279524511044,45.35601902092988]}"
00110000000000003c63,"Fountain, Andrew G.",358296,2006-01-01T00:00:00,0.65,Portland State University,0.650265,Conterminous USA,G238343E45381N,OR,exists,10,10,0.0,glac_bound,5,5,None,255,0,188,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1956-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.66221319960475,45.3799396581536]}"
00110000000000003c7f,"Fountain, Andrew G.",358207,2006-01-01T00:00:00,1.18,Portland State University,1.18648,Conterminous USA,G238302E45388N,Coe Glacier OR,exists,10,10,0.0,glac_bound,5,5,None,328,0,186,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1956-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.69506857970754,45.38776191833257]}"
00110000000000003cbb,"Fountain, Andrew G.",358156,2006-01-01T00:00:00,0.06,Portland State University,0.066379,Conterminous USA,G238289E45385N,OR,exists,10,10,0.0,glac_bound,5,5,None,248,0,229,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1956-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.71010269219475,45.38587670299328]}"
00110000000000003cbf,"Fountain, Andrew G.",358180,2006-01-01T00:00:00,0.36,Portland State University,0.363126,Conterminous USA,G238298E45385N,OR,exists,10,10,0.0,glac_bound,5,5,None,285,0,232,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1956-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.70170711840021,45.38536796934938]}"
00110000000000003d42,"Fountain, Andrew G.",358142,2006-01-01T00:00:00,0.07,Portland State University,0.078183,Conterminous USA,G238284E45410N,OR,exists,10,10,0.0,glac_bound,5,5,None,189,0,169,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1956-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.71435485414216,45.40905069548778]}"
00110000000000003d52,"Fountain, Andrew G.",358132,2006-01-01T00:00:00,0.23,Portland State University,0.237092,Conterminous USA,G238278E45401N,OR,exists,10,10,0.0,glac_bound,5,5,None,211,0,165,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1956-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.71776301176067,45.40091159043727]}"
00110000000000003d68,"Fountain, Andrew G.",358095,2006-01-01T00:00:00,0.23,Portland State University,0.237025,Conterminous USA,G238258E45381N,OR,exists,10,10,0.0,glac_bound,5,5,None,205,0,169,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1956-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.73832614971177,45.380333838223535]}"
00110000000000003dac,"Fountain, Andrew G.",358244,2006-01-01T00:00:00,1.71,Portland State University,1.71916,Conterminous USA,G238318E45382N,Eliot Glacier OR,exists,10,10,0.0,glac_bound,5,5,None,326,0,197,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1956-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.68055891083618,45.380971076045775]}"
00110000000000003de0,"Fountain, Andrew G.",358133,2006-01-01T00:00:00,0.5,Portland State University,0.506507,Conterminous USA,G238283E45393N,Glisan Glacier OR,exists,10,10,0.0,glac_bound,5,5,None,233,0,183,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1956-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.7178538624706,45.391397212551986]}"
00110000000000003df2,"Fountain, Andrew G.",358163,2006-01-01T00:00:00,0.1,Portland State University,0.100651,Conterminous USA,G238291E45407N,OR,exists,10,10,0.0,glac_bound,5,5,None,204,0,173,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1956-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.70808752976139,45.40599953085439]}"
00110000000000003e19,"Fountain, Andrew G.",358195,2006-01-01T00:00:00,0.21,Portland State University,0.209759,Conterminous USA,G238301E45373N,Coalman Glacier OR,exists,10,10,0.0,glac_bound,5,5,None,339,0,308,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1956-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.69973050425337,45.3728371084918]}"
00110000000000003e91,"Fountain, Andrew G.",358285,2006-01-01T00:00:00,0.33,Portland State University,0.330431,Conterminous USA,G238338E45373N,OR,exists,10,10,0.0,glac_bound,5,5,None,249,0,191,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1956-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.65780965602292,45.3725381929889]}"
00110000000000003eb2,"Fountain, Andrew G.",358237,2006-01-01T00:00:00,0.13,Portland State University,0.129613,Conterminous USA,G238320E45339N,OR,exists,10,10,0.0,glac_bound,5,5,None,212,0,184,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1956-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.68050082102246,45.33872320507797]}"
00110000000000003f5a,"Fountain, Andrew G.",358139,2006-01-01T00:00:00,1.01,Portland State University,1.01036,Conterminous USA,G238281E45371N,Reid Glacier OR,exists,10,10,0.0,glac_bound,5,5,None,301,0,180,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1956-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.71788851933329,45.371410326647016]}"
00110000000000003f61,"Fountain, Andrew G.",358240,2006-01-01T00:00:00,0.15,Portland State University,0.151032,Conterminous USA,G238321E45345N,OR,exists,10,10,0.0,glac_bound,5,5,None,226,0,190,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1956-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.67930357651151,45.3457560177915]}"
00110000000000003fcf,"Fountain, Andrew G.",358246,2006-01-01T00:00:00,0.08,Portland State University,0.081173,Conterminous USA,G238324E45343N,OR,exists,10,10,0.0,glac_bound,5,5,None,207,0,194,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1956-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.67533343566272,45.343287881519906]}"
00110000000000004066,"Fountain, Andrew G.",358170,2006-01-01T00:00:00,0.09,Portland State University,0.102027,Conterminous USA,G238294E45379N,OR,exists,10,10,0.0,glac_bound,5,5,None,302,0,259,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1956-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.705344973553,45.378855682969395]}"
001100000000000040b4,"Fountain, Andrew G.",358204,2006-01-01T00:00:00,1.21,Portland State University,1.25295,Conterminous USA,G238305E45354N,White River Glacier OR,exists,10,10,0.0,glac_bound,5,5,None,310,0,187,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1956-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.69709892904555,45.35246827438121]}"
001100000000000040cc,"Fountain, Andrew G.",358220,2006-01-01T00:00:00,0.26,Portland State University,0.267604,Conterminous USA,G238312E45356N,OR,exists,10,10,0.0,glac_bound,5,5,None,279,0,217,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1956-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.68782664139016,45.35550015599951]}"
001100000000000040e4,"Fountain, Andrew G.",358313,2006-01-01T00:00:00,0.13,Portland State University,0.133454,Conterminous USA,G238349E45393N,OR,exists,10,10,0.0,glac_bound,5,5,None,191,0,168,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1956-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.65127338312813,45.39314684670292]}"
001100000000000041c4,"Fountain, Andrew G.",358259,2006-01-01T00:00:00,0.1,Portland State University,0.102659,Conterminous USA,G238328E45345N,OR,exists,10,10,0.0,glac_bound,5,5,None,213,0,188,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1956-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.67187627874748,45.34483652593976]}"
001100000000000038d0,"Fountain, Andrew G.",358039,2006-01-01T00:00:00,0.08,Portland State University,0.087995,Conterminous USA,G238240E44174N,OR,exists,10,10,0.0,glac_bound,5,5,None,244,0,225,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.76158069442266,44.173859822788074]}"
001100000000000038d8,"Fountain, Andrew G.",358206,2006-01-01T00:00:00,0.08,Portland State University,0.083647,Conterminous USA,G238305E44072N,OR,exists,10,10,0.0,glac_bound,5,5,None,245,0,221,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.69527817797886,44.0724103876736]}"
001100000000000038f6,"Fountain, Andrew G.",357944,2006-01-01T00:00:00,0.07,Portland State University,0.075972,Conterminous USA,G238211E44098N,OR,exists,10,10,0.0,glac_bound,5,5,None,254,0,238,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.78813823969337,44.09770927309949]}"
0011000000000000392b,"Fountain, Andrew G.",358017,2006-01-01T00:00:00,0.12,Portland State University,0.130844,Conterminous USA,G238234E44117N,Carver Glacier OR,exists,10,10,0.0,glac_bound,5,5,None,253,0,232,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.765883875476,44.117441348519364]}"
0011000000000000394d,"Fountain, Andrew G.",357977,2006-01-01T00:00:00,0.16,Portland State University,0.163342,Conterminous USA,G238222E44135N,Irving Glacier OR,exists,10,10,0.0,glac_bound,5,5,None,259,0,232,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.77870875009916,44.13599810502657]}"
0011000000000000394e,"Fountain, Andrew G.",358003,2006-01-01T00:00:00,0.12,Portland State University,0.120391,Conterminous USA,G238231E44136N,OR,exists,10,10,0.0,glac_bound,5,5,None,247,0,212,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.7666980196523,44.136096572200685]}"
0011000000000000396a,"Fountain, Andrew G.",357979,2006-01-01T00:00:00,0.27,Portland State University,0.290074,Conterminous USA,G238224E44095N,Clark Glacier OR,exists,10,10,0.0,glac_bound,5,5,None,287,0,252,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.77732104939805,44.09497331954284]}"
001100000000000039c9,"Fountain, Andrew G.",357994,2006-01-01T00:00:00,0.1,Portland State University,0.101659,Conterminous USA,G238228E44102N,OR,exists,10,10,0.0,glac_bound,5,5,None,313,0,309,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.77132768311367,44.10185667851763]}"
001100000000000039cc,"Fountain, Andrew G.",358016,2006-01-01T00:00:00,0.11,Portland State University,0.110356,Conterminous USA,G238233E44111N,OR,exists,10,10,0.0,glac_bound,5,5,None,273,0,248,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.76695516070559,44.111632058107375]}"
00110000000000003a2f,"Fountain, Andrew G.",357959,2006-01-01T00:00:00,1.17,Portland State University,1.19454,Conterminous USA,G238215E44164N,Collier Glacier OR,exists,10,10,0.0,glac_bound,5,5,None,279,0,221,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.7849787310116,44.164929471318395]}"
00110000000000003a36,"Fountain, Andrew G.",358211,2006-01-01T00:00:00,0.81,Portland State University,0.85577,Conterminous USA,G238306E44085N,Bend Glacier OR,exists,10,10,0.0,glac_bound,5,5,None,262,0,225,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.69319504785183,44.08524914650621]}"
00110000000000003ae1,"Fountain, Andrew G.",357996,2006-01-01T00:00:00,0.08,Portland State University,0.081898,Conterminous USA,G238230E44133N,OR,exists,10,10,0.0,glac_bound,5,5,None,231,0,221,0,"; The data on glacier location and change was derived from 1:24 000 maps (24K) published by the U.S. Geological Survey and U.S.  Forest Survey. The paper maps (Primary Base Series, PBS) and 7.5-minute standard series by the USGS were digitally scanned an",5,okay,2016-02-26T09:00:00,1957-06-15T00:00:00,614,"Fountain, Andrew G.",None,0.0,"{""type"":""Point"",""coordinates"":[-121.77011307744434,44.13313152697659]}"
